GeneNames,logFC,p_values
CREBBP,0.3,0.110367528755631
TSPOAP1,-1.6,7.46217854419967E-06
MPO,,
PON1,0.4,0.0724681521809989
GCFC2,1.0,1.67646466340313E-04
WDR54,0.5,0.0668461652239131
CROT,1.0,2.93124992453868E-04
ABCB4,1.9,2.85579766878585E-07
KMT2E,-0.4,0.0604280980201485
RHBDD2,-0.4,0.050170514064855
SOX8,0.9,0.0601721322879115
IBTK,0.5,0.0483227715867324
ZNF195,0.7,9.70395417992684E-04
MYCBP2,-1.7,1.88912013691984E-09
FBXL3,-0.5,0.0284636190610782
ITGAL,,
PDK2,-1.1,1.11699199527302E-06
ZFX,0.9,5.89275949930678E-06
LAMP2,0.7,0.00896324400293697
ITGA2B,-0.5,0.00962019526745199
ASB4,-0.1,0.814830514104676
GDE1,-0.5,0.0179104008925333
REX1BD,-0.6,0.0327578724333802
CRLF1,-0.8,0.0150690331537888
OSBPL7,-0.2,0.48665533884796
TMEM98,0.9,0.015551771867324
YBX2,-0.3,0.338332466904961
KRT33A,-0.3,0.0149056206579077
MAP3K14,0.1,0.587000794511111
ABCC8,-1.9,4.0044589901961E-09
CACNG3,-3.2,3.39543277221832E-10
TMEM132A,-1.1,3.40713074334231E-05
AP2B1,-0.4,0.158684261387799
TAC1,-3.9,9.32069776721971E-06
ZNF263,0.1,0.823537147132184
CX3CL1,-1.3,7.57640206708104E-05
SPATA20,-0.8,6.04098872486446E-04
CACNA1G,-0.8,3.64014524562424E-05
TNFRSF12A,1.2,6.83672395668276E-04
DLX6,-0.5,0.287232353632998
MAP3K9,-2.8,1.86478529163131E-11
RALA,0.3,0.0950773406925568
BAIAP2L1,-0.5,4.34562490718582E-04
KDM7A,-0.4,0.134031863828358
ETV1,1.3,0.00420173176858977
AGK,-0.1,0.682208129173978
ALDH3B1,0.1,0.530328328864664
TTC22,0.3,0.293245069960025
PHTF2,0.4,0.124094610995267
CCL26,0.6,0.138484626518256
FARP2,1.3,5.11782546590892E-07
USH1C,0.2,0.652210081980873
GGCT,,
DBF4,1.8,8.40354440301033E-08
TBXA2R,1.3,7.48144997775426E-08
IFRD1,0.7,0.0105403571565354
LGALS14,,
COX10,0.2,0.43979869976911
COX10,-0.1,0.622938917419343
GTF2IRD1,0.7,1.39134171208231E-05
PAF1,,
VPS41,0.1,0.634695509914088
ARHGAP44,-1.5,9.36679126561899E-12
ELAC2,0.1,0.82400319748413
SCIN,0.3,0.0948930299863585
ARSD,0.7,0.00541073505376116
PNPLA4,-0.8,0.0507495266817538
MYH13,-0.4,0.00316646335141947
ADIPOR2,-0.1,0.658810895800319
CDKL3,,
UPP2,-1.4,3.96706702135833E-09
PRSS21,0.2,0.412540239669149
MARK4,-0.8,1.40057555764261E-05
PROM1,2.2,0.00123280224399502
CCDC124,,
CEACAM21,,
PAFAH1B1,-0.9,4.87736847080518E-05
NOS2,-0.4,0.154295641677081
DNAH9,1.0,5.25780052083803E-05
KIAA0100,0.1,0.515686412565396
SLC13A2,-0.4,0.00527995362852794
GAS7,-2.2,6.68512358240814E-08
TRAPPC6A,-0.2,0.493341795414393
MATK,-1.7,1.22781690843371E-06
CEACAM7,-0.2,0.0825858285575888
CD79B,-0.4,0.0111041716105257
SCN4A,-0.3,0.247055924623804
ST7L,0.4,0.00986889429904461
TKTL1,0.4,0.447774695994776
PAX6,-1.2,0.00842710446907731
RPUSD1,,
RHBDF1,0.8,0.00225875017119961
LUC7L,0.1,0.752482918827432
CACNA2D2,-1.7,5.49755913119365E-07
BAIAP3,-0.5,0.143387984834814
TSR3,,
PIGQ,-0.1,0.554810277070381
CRAMP1,0.3,0.0655838016542322
TEAD3,0.9,1.78385956290281E-04
SELE,0.1,0.665430316549843
DNAJC11,-0.4,0.00255117644637434
FMO3,-0.2,0.302715733849836
MYLIP,-0.7,0.0085077192352032
NOX1,0.2,0.483813638351894
E2F2,1.1,1.86671831990734E-05
PSMB1,0.5,0.0182920366174865
SYN1,-3.1,2.6859501095819E-10
JARID2,-0.4,0.165690474324928
CDKL5,-2.3,6.25321124848509E-07
CAMK1G,-1.1,0.0237291874182647
NADK,0.1,0.533684562984104
TFAP2B,-0.1,0.509811270242781
TFAP2D,-0.3,0.0752897927316625
DLEC1,0.3,0.0986494850938098
CYTH3,-0.3,0.179342470321156
ADAM22,-2.3,1.21704543793422E-09
SYPL1,0.7,0.0427146959485245
CYB561,-0.1,0.323103121030967
SPAG9,-0.6,0.0033164473090347
CELSR3,-1.0,1.71144544965242E-04
AASS,0.8,0.00374790233528243
PLEKHG6,-0.3,0.034951245163116
SS18L2,-0.2,0.0645018265533663
MPND,-0.5,0.012236088093641
MGST1,-0.4,0.442145467047118
CRY1,0.4,0.101391161958966
PGLYRP1,-0.3,0.0155873163391632
NFIX,0.1,0.762955755343154
ST3GAL1,,
MMP25,0.1,0.47981347265884
IL32,0.7,0.046815945010481
PKD1,-0.5,0.0669738328029002
MAPK8IP2,-0.8,4.44928624923146E-05
MED24,-0.1,0.5190388739792
RHOBTB2,-1.1,1.29909419778971E-04
HEATR5B,-0.4,0.147162110335069
SEC62,-0.7,1.11360285430086E-04
RPS20,0.5,3.54892555096283E-05
CSDE1,,
UBE3C,,
REV3L,1.1,0.00104213572758223
TENM1,-1.4,0.0331055911009186
PAX7,-0.2,0.0954432053501552
MASP2,-0.3,0.00262638962577418
IYD,-0.2,0.0450924810839971
FAM76A,,
TRAF3IP3,0.4,9.29499258050139E-04
POMT2,0.1,0.752125079993082
VTA1,-0.4,0.0484054680390357
MLXIPL,-0.7,1.13761859326393E-05
BAZ1B,0.3,0.071204001701654
RANBP9,0.1,0.781971882483733
ETV7,-0.1,0.323921376861002
SPRTN,0.9,3.63836803526713E-05
EEF1AKNMT,0.6,3.0821212256717E-04
DYRK4,0.2,0.369800962931825
ZNF207,0.3,0.0534753183128166
UQCRC1,-0.1,0.411539100741516
STARD3NL,0.5,0.00378856744858828
CD9,1.2,1.11100732102491E-04
HHATL,-2.1,3.92812635438343E-05
NCAPD2,1.6,1.3373031700795E-09
IFFO1,,
GIPR,-0.1,0.258945604039076
PHF7,0.3,0.00906369839709997
SEMA3G,-1.4,3.41735166734695E-06
NISCH,-0.8,8.33400844747761E-07
STAB1,0.4,0.230709772407509
FUZ,-0.3,0.13183151826155
SLC6A13,-1.7,1.84487517742935E-04
IDS,-0.5,6.61471475272362E-05
PRSS3,-2.0,1.39514382301229E-11
ZNF200,0.7,0.0155393677751807
CD4,0.4,0.229752326840965
LRRC23,-0.1,0.697648375633179
BTK,0.4,0.114854978910897
SCMH1,-0.3,0.141211878461425
FYN,0.1,0.493145040447529
HIVEP2,-2.2,1.62872534478962E-10
FMO1,0.4,0.0699442474641914
ELOA,0.5,2.73796818263663E-04
LYPLA2,0.1,0.541965094641872
CLCN6,-1.0,3.1271199540625E-05
MRC2,1.5,2.11067846374998E-06
SLC6A7,-0.4,0.00460015946097908
TSPAN9,-0.5,0.0830349902552093
BTBD7,0.5,0.0109940512436513
APBA3,0.6,9.53830250790012E-05
MKS1,0.9,5.32668868221297E-07
ABHD5,0.4,0.0631101530976177
ANOS1,-0.4,0.435313685660859
AKAP8L,-0.4,0.219160424648671
MBTD1,1.1,4.97501180920402E-05
UTP18,0.5,0.0257426839443076
RNF216,0.3,0.0768085979069632
TTC19,-0.3,0.138279350626904
PTBP1,1.6,7.23819787095409E-12
DPF1,-0.3,0.165069964363756
SYT7,-2.1,4.43076104197677E-11
LARS2,-0.1,0.775790942769022
PIK3C2A,0.5,0.0717547180536578
PLAUR,1.2,0.00149529687912199
ANLN,0.5,0.363452824316974
WIZ,0.1,0.459206212069743
RABGAP1,-0.1,0.535665323034897
DCN,0.3,0.326779672259484
QPCTL,0.1,0.543097156259821
PPP5C,-0.1,0.788709147766584
CEP68,-0.5,0.0275088089399545
MAP4K3,,
ZBTB32,-0.6,0.00170353868511497
TYROBP,0.8,0.0633983186170711
TMEM159,0.4,0.192687158992781
GABRA3,-0.7,0.0272566368885027
BRCA1,1.3,3.19468984781072E-06
ERCC1,0.6,8.60304548867163E-04
CD22,-0.5,0.00633276160908836
SEMA3B,-0.6,0.100958754672182
MBTPS2,0.6,0.0089988993328338
PRICKLE3,-0.1,0.764211085166699
LTF,1.7,0.0434459656689457
EXTL3,-0.2,0.207257061174394
NR1H4,0.2,0.249923863310176
ELOVL5,0.4,0.0170919261369645
ALOX5,0.7,0.193480939086265
KDM5D,-2.0,0.00219741281089937
CALCOCO1,-0.2,0.356681454407011
UBR7,,
MAP4K5,1.0,1.0680432768749E-04
EHD3,-1.4,2.48895768245182E-05
PSMC4,0.8,1.71184527172157E-05
MAN2B2,-0.3,0.278117814030591
SLC7A14,-2.5,1.53712998971559E-08
CLDN11,-0.8,0.215180132882417
SLC25A39,0.6,7.5101244069687E-04
MVP,0.7,0.0900567350901458
NUB1,0.1,0.602410245072452
PGM3,0.4,0.0687028611477485
RWDD2A,-0.5,1.62251846473647E-04
CLK1,,
POLR3B,,
ANGEL1,,
RNF14,-0.5,0.096146557950524
DNASE1L1,-0.4,0.171710948327678
DDX11,1.2,5.8982950883877E-08
HEBP1,,
GPRC5A,0.7,0.048919384148252
MAMLD1,0.6,0.0184048909399988
CD6,-0.3,0.0917147800325231
TACC3,1.8,1.16139497137462E-07
UFL1,0.8,0.00519598984091281
POLA2,0.5,0.00606037092738658
ZC3H3,,
CAPN1,,
ACP3,0.2,0.0899030153157137
MDH1,-1.1,3.33337428979983E-08
SLC30A9,-0.3,0.137596100565046
MTMR11,1.2,9.49004255436231E-05
COX15,0.2,0.223524564792756
CCDC88C,0.5,0.0539720509742314
YAF2,0.2,0.41146849576732
ZMYND11,-0.9,4.98470108316505E-07
WAS,0.4,0.00899526259209245
DPEP1,0.7,0.0264434447142884
BID,-0.1,0.741424589504995
NPC1L1,0.1,0.571009533787467
XYLT2,-0.2,0.519965834829268
RGPD5,-0.8,0.0199443016348037
STMN4,-1.9,3.38530787604757E-04
NUDCD3,-0.8,4.84045725276226E-07
ISL1,0.1,0.538943218893398
CHDH,,
IL20RA,-0.3,0.501888428428017
CLCA1,,
CLCA4,-0.3,0.459195711045058
GLT8D1,0.5,0.00174560574922431
ATP2C1,0.1,0.512111785900968
IGF1,-0.5,0.00216823012739931
SLC38A5,0.9,0.0149882765942012
RALBP1,-0.4,0.133239324416907
RUFY3,-0.9,0.00192890440620552
CNTN1,-1.5,0.0234017246809159
SLC11A1,0.7,0.0594788563276442
WWTR1,1.3,0.00271178222792205
AGPS,-0.1,0.799559476998364
STEEP1,,
ATP1A2,-1.5,0.00784934911919085
TTC27,0.9,1.13707188032012E-04
ZNF582,,
VSIG2,-0.4,0.0152287967616312
PHLDB1,0.1,0.445595371458846
MARCO,-0.2,0.622880632784005
CYP24A1,-0.3,0.173638695764025
PRDM11,-0.2,0.179852130236942
SYT13,-3.7,5.93113111248915E-08
SNAI2,1.7,1.77046943118997E-06
CD74,1.1,0.0205621113469649
HGF,0.2,0.147353762360444
ZRANB1,-0.7,6.48637040428439E-04
NCDN,-2.5,7.09312858339643E-11
ADGRA2,0.6,0.009512869189125
ZFP64,0.5,0.0024946142421178
MNAT1,,
SAMD4A,-0.2,0.477865403217169
RUNX3,1.1,1.05498699341063E-04
MRE11,0.9,1.13707188032012E-04
PLEKHB1,-0.6,0.120656796122025
SERPINB1,0.8,0.0253640849359782
CYP3A43,0.5,0.0481644844497383
SLC7A9,0.3,0.0443497896845496
SPAST,0.3,0.198949220201523
NRXN3,-3.3,4.10630816672099E-11
OSBPL5,-0.5,0.0152129109641147
AQR,0.7,3.02490361332465E-06
CPS1,0.8,0.0241965894975316
C8B,0.1,0.814646391061735
FHL1,0.3,0.0282528516893227
RTF2,0.3,0.0249336109024263
GABRA1,-4.3,5.58015366353192E-12
NLRP2,0.2,0.366156669721792
SLC45A4,-1.6,2.34237410573508E-09
RNF10,-0.1,0.384252212850538
ZNF839,-0.3,0.0782685957985369
ZDHHC6,0.3,0.0433300328148155
GRAMD1B,-2.0,7.90340261870986E-10
RNH1,0.4,0.0474883182250299
NDUFS1,-0.3,0.112447027082365
RB1CC1,-0.6,0.025548615825692
ERP44,0.9,4.35608280528574E-05
ALAS1,-0.4,0.0766547842414869
BIRC3,0.7,0.0027196392883537
AKAP11,-1.3,6.66427383362052E-07
GLRX2,-0.2,0.591097997571828
SNAPC1,1.0,0.00207977674964837
DERA,1.0,0.00107812856414303
STRAP,0.2,0.187667907202868
ABCC2,0.3,0.0712253599981186
DEF6,-0.2,0.291153491863601
PLEKHO1,0.2,0.333185856330806
GCLM,0.5,0.13050818164167
UBR2,-0.2,0.222592569382046
EHD2,0.6,0.0215438018720029
DEPDC1,1.9,5.07295598933411E-07
CCDC28A,-0.9,2.62182502415472E-04
RRAGD,,
HSF2,0.1,0.793357740995073
PHF20,-0.1,0.632324292358163
HSD17B6,-1.5,1.54047725758973E-05
NR1H3,0.6,6.8377288025081E-04
TYMP,0.1,0.795527145459754
NCAPH2,-0.1,0.808812622519658
TOMM34,,
SEC63,0.5,0.0144559577157826
KPNA6,-0.3,0.103553114670265
VIM,2.4,1.09116047557594E-11
FAS,1.5,4.08801500041776E-04
RNASET2,0.8,0.00836895839752302
CD44,1.8,0.00168790218312414
KCNG1,-1.5,4.88890411854171E-04
AGPAT4,-0.2,0.530328328864664
AGPAT4,-0.9,0.00418308201692453
SLAMF7,-0.1,0.36879614561227
BTN3A1,0.7,0.00372055952314286
MIPEP,0.6,0.00258454672427807
PRKCH,0.3,0.399434592402998
INSRR,-0.1,0.359052529416626
IFNGR1,0.3,0.199255978993049
B4GALT7,0.1,0.651654609535275
SH2D2A,0.5,0.0475612066915561
VRK2,0.5,0.116814100353504
TNFRSF1B,0.2,0.663837526667822
VEZT,0.3,0.181579641312202
POU2F2,-0.3,0.260114788891514
BRD9,0.1,0.420137786782295
SNX1,0.9,2.2075627601106E-05
TBPL1,-0.7,0.00107600684681104
ARNTL2,0.4,0.0615922636143373
BCLAF1,,
SLC39A9,-0.1,0.753863665283888
ANK1,-1.7,7.35817279827376E-10
IBSP,,
TFB1M,0.3,0.217663655589567
RABEP1,-0.6,0.0152322242375409
HMGB3,0.3,0.219320085396333
NUP160,2.1,1.04633797324791E-10
BAK1,0.2,0.103734292171128
MUSK,0.1,0.617115537853255
IKZF2,0.3,0.444629462818292
GRN,0.9,6.17971312542974E-04
FAM13B,-0.4,0.213328602628717
ARHGAP31,0.6,0.00477983566610652
CENPQ,1.5,2.98222904017141E-07
SARS1,-0.2,0.322024663813497
RANBP3,-0.2,0.219213745514556
ARID4A,-0.3,0.338755371224333
EIPR1,-0.3,0.123110829543745
PNPLA6,-0.2,0.331009089734558
IFT88,0.1,0.880355240504677
ALG1,0.5,0.0091850388625862
ZCCHC8,0.9,0.00290762954414945
ABCF2,0.6,6.85345980891092E-05
LRRC7,-3.6,1.81390323861926E-07
FUT8,-0.4,0.18855898315386
UBA6,0.5,0.0309589370000548
GAB2,0.4,0.0983291365640606
ATP6V0A1,-1.3,8.53269025112257E-09
PIAS1,-0.9,5.26318606191835E-04
SLC4A7,1.4,8.12783138685908E-09
APBA2,-1.3,3.70627997615925E-05
MAP2K3,,
EFCAB1,-0.4,0.0479692057363308
TMSB10,0.4,0.0198866526280115
ASTE1,0.8,4.51247635149618E-04
RNF19A,0.1,0.865477352139468
PEX3,0.1,0.561138818741138
GABARAPL2,-0.4,0.0172661587726469
MYOC,0.3,0.245048499846965
SH3YL1,-0.4,0.176417491962783
FAM136A,0.4,0.0226129843328776
VCL,0.7,0.0126534691504284
DEPDC1B,1.7,5.31108962858991E-05
DAPK2,-0.3,0.108595376473304
NSMAF,0.6,0.00347177298682123
ADSS2,0.2,0.48301364875151
STAP1,-0.1,0.525626107146791
TIMP2,0.8,5.82278472968697E-05
RFC1,0.2,0.449383400888424
TBC1D23,0.1,0.765389332178039
CUL3,0.1,0.615942799809275
MYOM2,-0.8,0.00392656632318363
OTC,0.3,0.341814249093113
CYP46A1,-3.3,2.44053208204095E-09
ZZZ3,0.7,0.00520506215451068
SLC18A1,0.3,0.188214115787473
USP2,-0.7,0.00792064155658433
CASR,-0.4,0.0514816119790374
TUBG2,-1.8,1.60134816825683E-08
FLT4,0.1,0.488136264728476
NSUN2,0.7,2.96780929976697E-04
FBXO42,-0.1,0.693031638368202
MFAP3,0.5,0.0946663668513028
MRI1,,
METTL1,0.7,0.100705379357128
HOXC8,0.4,0.202256971798579
AGA,1.2,1.74378435608911E-05
PI4K2B,0.9,7.59385562708838E-08
BOD1L1,-0.2,0.383162575708228
MAT2B,-0.7,0.00119486242603962
TLL1,0.3,0.126584116861172
TRIO,0.5,0.181525817622857
VCAN,1.9,6.0466564591448E-07
CLEC16A,-0.4,0.0114472841598883
MSR1,1.5,0.00248449821407502
CDH1,1.0,0.0357928385991637
MTREX,0.3,0.130650234386861
DNAH5,-0.1,0.743020611258251
ZFYVE16,0.4,0.240891351598157
RIPOR1,-0.5,1.04143261107023E-05
C6,,
RAI14,1.1,2.17265465110448E-06
SOX30,-0.1,0.468389248377794
PNKP,0.1,0.711468557552534
BEST2,0.3,0.315838518263221
PHLPP2,-1.0,5.99086274896861E-09
SPDL1,1.0,2.48537063671462E-05
STAU2,-0.9,3.28570929916856E-05
SLC66A1,0.6,0.00325657473935949
CTNS,0.8,5.03189946911393E-04
RTN4R,-2.0,2.46425333684281E-10
PHF23,0.4,0.0666868975202627
CDH10,-1.4,0.00586899612969683
INPP4A,-1.5,5.03890992012651E-08
RAB27B,-1.6,0.00286860716190222
PSMA4,0.2,0.373573930061555
MYO16,-1.5,7.28256412680295E-05
LSG1,0.5,0.00262909416114356
PARP3,0.5,0.00484714563267333
TNC,2.4,1.05703553466858E-05
THAP3,-0.3,0.114672277287051
RIPOR3,1.3,0.00213789760468121
TDP1,0.6,6.34193378396872E-04
AIFM2,,
C2orf83,-0.2,0.200334505134602
SPATA7,-0.4,0.311879182181328
MED17,0.8,9.15133418034364E-06
RETSAT,0.1,0.621944985781861
CAPG,1.5,1.22643056819597E-05
AP2S1,,
USH2A,0.1,0.693359932558086
ZPBP,0.2,0.0863692237717348
TG,,
ADAM28,1.1,0.00192961632074063
BARX2,,
DCUN1D1,-0.4,0.0342998524916514
JADE2,-1.2,2.13702627122338E-04
ZIC2,-1.0,0.0707008025251309
LCP2,0.7,0.00496364634226267
TRIT1,0.3,0.104449361996306
ADRB1,-1.6,0.0143422913176869
GUCA2B,-0.3,0.0187873333280685
CUL7,,
CTNNA1,0.6,0.0014473899676051
PHKA2,0.3,0.123806182396232
CNTLN,1.1,2.75660071926589E-06
EPHA3,-0.6,0.39405330642617
HSPA5,0.6,3.85175934305337E-04
DSG2,1.5,0.00144237930676426
GEMIN8,0.2,0.431337635823721
OFD1,0.8,5.27161812569166E-04
GPM6B,-0.1,0.445018845017303
MAGEC2,0.3,0.0425387988429628
PREX2,-1.0,0.0281681850156332
WDR37,-0.7,5.96579426186995E-04
YTHDC2,,
CTPS2,1.1,1.33591568238298E-05
ATP6V1H,-1.1,1.74018669806596E-05
POLR2B,0.5,0.0538077157765968
FAM214A,-0.2,0.47822711283966
ARAP2,-0.9,0.0378925660384576
TPR,0.7,3.14109020814253E-06
CP,1.3,0.0239317596710145
KATNIP,,
DTNBP1,-0.5,0.0153738779915973
XK,-2.3,1.22588779906036E-05
ANO2,-0.3,0.179815118990211
C12orf4,-0.2,0.541182178611164
SCML1,0.2,0.463430356208952
WWC3,0.2,0.451284088081062
ARHGAP6,0.4,0.450794158658506
FAM184B,0.6,0.0492885510158125
MAP4,-0.4,0.0790155495150344
GOPC,0.6,0.00762776410900836
ROS1,0.1,0.607982737143031
USP28,0.8,0.00162310247008407
HDAC9,-0.6,0.0703424010382013
TSPAN17,-0.1,0.55792882695682
NOP16,0.3,0.285531538011115
CC2D2A,1.3,1.52308213757882E-08
RRM2B,-0.2,0.510548104037091
ZNF800,,
TNFRSF17,0.1,0.481708848413103
SNX29,0.2,0.330685654148597
LMO3,-2.4,5.80260506055522E-04
MRPS10,0.1,0.719751647037664
RSF1,-0.4,0.0619771143356177
VPS13D,-0.5,0.00721369604423844
CELF2,-0.9,1.19984259822945E-05
FAM120A,0.4,0.0170973679987402
R3HDM1,-1.2,5.51010730728058E-05
COL9A2,0.8,0.0421742386808702
KITLG,-1.0,0.004839326619863
ERCC8,0.9,1.51095266182078E-07
ADAMTS6,1.7,3.34942562445332E-06
H6PD,1.3,2.99183613271659E-07
VAMP3,0.3,0.326483382381129
PER3,-1.0,0.00120563290146989
UTS2,0.4,0.173259235808874
TNFRSF9,-0.2,0.139252019121747
LTBP1,0.6,0.127399051522996
RCN1,1.1,5.74801846902285E-06
ELN,1.3,9.67473715378804E-04
RFC2,1.2,1.90242602342271E-06
ARID1B,-0.2,0.497328566987759
CLPTM1L,0.8,9.81635407263489E-05
NEDD4L,-2.3,2.70123663332101E-07
FOXP3,-0.5,1.51078256445606E-04
PPP1R3F,-1.5,1.71461716432296E-11
HEXB,1.0,2.75892233181795E-04
PTCD2,-0.1,0.830419177158093
NEXMIF,-1.9,0.0127651992455341
JKAMP,0.2,0.417473777406802
DKK 3.00,-0.7,0.0136400652601768
ARHGEF5,0.4,0.108998782851224
NFE2L3,1.2,0.00228961975065836
MCUR1,0.1,0.578180767737814
LIMA1,2.2,3.63667917330114E-09
LETMD1,-0.6,5.57442401358626E-04
SLC4A8,-0.8,4.98043613629687E-05
LAMC3,0.2,0.391834924965187
PTGER3,-0.4,0.050170514064855
MAPK9,-1.2,1.70152827372084E-06
COL23A1,-0.5,0.220182230177
BCAR1,-0.3,0.102509988261108
FAM160A2,-0.4,0.0284700975220622
HERPUD1,,
HOMER3,0.3,0.345979233349889
RAD51,1.7,3.97710347230052E-08
POLQ,1.2,6.70187141231498E-08
PIK3CB,-1.1,1.06583060650596E-05
CYBA,0.9,0.0048023031227261
HEBP2,0.7,0.0154582127975207
MPHOSPH9,-0.1,0.751838594078988
PLEKHA5,-0.8,0.0571897876435746
PRSS8,0.2,0.241200553607776
SIKE1,0.7,0.00509141135803455
RRP12,0.3,0.145571847462356
FNIP2,-0.5,0.0568479063209936
MSMO1,0.1,0.63202423770038
TTC17,0.4,0.0106517274299098
ALX4,-0.4,1.37985240867559E-04
FSTL4,-0.6,0.00168270408933183
FOXN3,-0.2,0.39405330642617
AKR7A2,0.4,0.165542073439707
MRTO4,0.3,0.290899918869065
NNAT,-0.9,0.124947606384894
USE1,-0.4,0.354223365089837
MCF2L2,-0.4,0.0713167010524128
NRIP2,-1.1,1.45340504353566E-04
LAMA3,,
AP5M1,-0.3,0.157460629697258
ANAPC4,0.3,0.372875285393377
KCNQ1,,
TRAPPC3,-0.4,0.0958142530478003
THRAP3,0.1,0.509761589771103
ENTPD2,-0.1,0.836063455127914
LY75,1.5,0.006788358710888
ARID4B,0.2,0.497328566987759
OPN3,-1.0,0.00174805004379621
SDCCAG8,-0.2,0.409481748940083
PTPRN,-1.9,5.88765592411096E-06
HHAT,0.1,0.682755597687662
KIF1B,-1.2,1.70303672948355E-05
FOXC1,,
TBC1D22A,0.2,0.184269446093007
SYNE2,0.7,0.0601721322879115
PLEKHH1,-1.3,0.0162297565413328
ATP9A,-1.1,8.1064158582463E-06
SPO11,,
CBLN4,-1.3,1.49905230803093E-04
CHRDL2,0.5,0.0520987255014406
FAM168A,-0.5,5.18339420390117E-04
RELT,-0.1,0.637339483134252
GALC,-0.2,0.520215917898929
NOP58,0.5,0.0253640849359782
SZRD1,0.6,4.98481643994004E-05
KCNH2,-0.1,0.838534520046914
CUL1,,
FAM114A2,1.0,8.46989700998361E-06
CYFIP2,-2.1,3.58463624227652E-09
TAB2,,
GINM1,0.4,0.123456062076019
EIF2AK2,0.3,0.085500137994382
USP36,0.1,0.836063455127914
KMT2C,0.3,0.136379267048216
MCOLN3,-0.1,0.706199835455943
CCDC85A,-0.6,2.76890008867402E-04
PUM2,-0.5,0.00172226138488529
MRPL43,0.1,0.671658396231178
ITIH1,-0.1,0.364917339511793
HPF1,0.2,0.320696093707899
ZFR,-0.2,0.211280189838438
ZNF280C,0.6,0.00945977415933548
NPFFR2,,
PHF21B,0.3,0.237020905349603
TRAF1,0.5,0.00393294376335642
RC3H2,-0.3,0.171799651330629
IL17RB,0.4,0.24718270259184
TRAF3IP2,1.2,5.15943803107857E-05
GYG2,0.3,0.455525903404247
DCBLD2,0.9,0.00444103899256101
SERPINB3,0.2,0.328182597447922
SOAT1,0.7,0.00436296771640575
PKP2,-0.9,0.0261673651942772
MSH4,,
