GeneNames,logFC,p_values
ABCC8,-0.6,0.175949978702147
CACNG3,-2.7,8.20328099324681E-06
TMEM132A,-1.0,8.21259253167866E-07
AP2B1,-0.2,0.499444571348758
TAC1,-1.9,0.0863553567167504
ZNF263,0.3,0.140085094984355
CX3CL1,-2.9,2.78479392430647E-09
SPATA20,-0.9,0.00624925522596306
CACNA1G,-0.3,0.451947243424978
TNFRSF12A,-0.4,0.0596867484069425
DLX6,-0.2,0.743434936923808
MAP3K9,-1.6,2.55522478439753E-04
RALA,0.3,0.00881854482110831
BAIAP2L1,-0.2,0.453149293907414
KDM7A,0.5,0.0316194563322835
ETV1,-0.7,0.352757851854088
AGK,,
ALDH3B1,-0.1,0.749439377638
TTC22,0.2,0.409856563392787
PHTF2,0.9,5.6746554319353E-04
CCL26,0.3,0.13917250054516
FARP2,0.9,7.69622033358301E-05
USH1C,-0.4,0.263155086814867
GGCT,-0.2,0.361986759236137
DBF4,2.0,5.69339153523156E-07
TBXA2R,0.5,0.00159221745385109
IFRD1,0.5,0.0677507735249395
LGALS14,-0.1,0.555159675877006
COX10,0.4,0.109265285476525
COX10,-0.3,0.0793651973098584
GTF2IRD1,1.7,1.85480450097776E-09
PAF1,0.1,0.760247382109067
VPS41,-0.3,0.0881970860709567
ARHGAP44,-1.0,3.40549726127452E-07
ELAC2,,
SCIN,,
ARSD,0.9,4.67009957038129E-05
PNPLA4,-1.7,2.18672884829267E-05
MYH13,-0.3,0.0887077509126752
ADIPOR2,-0.4,0.0915627070825945
CDKL3,0.2,0.374125816244245
UPP2,-1.2,1.16204710908679E-05
PRSS21,-0.1,0.74399838798668
MARK4,-0.5,0.00106890192297547
PROM1,0.3,0.745607856751087
CCDC124,-0.1,0.833954421595216
CEACAM21,0.4,0.431074280288929
PAFAH1B1,-0.5,0.00315462840439006
NOS2,-0.6,0.00690387509605566
DNAH9,0.2,0.476834013509179
KIAA0100,0.3,0.148148515974336
SLC13A2,-0.5,0.00731720893671493
GAS7,-3.4,3.09265620437801E-12
TRAPPC6A,,
MATK,-1.6,6.71190308486085E-06
CEACAM7,-0.3,0.0342002143438791
CD79B,-0.2,0.18445442751584
SCN4A,-0.4,0.0472896883535402
ST7L,0.2,0.262562360472266
TKTL1,-0.2,0.694370944608546
PAX6,0.9,0.195017953089362
RPUSD1,-0.1,0.599950241204797
RHBDF1,-0.1,0.642373667014154
LUC7L,0.4,0.108318082297261
CACNA2D2,0.3,0.410066529185681
BAIAP3,-1.1,1.68246378755847E-04
TSR3,,
PIGQ,,
CRAMP1,0.7,5.62628545539702E-04
TEAD3,0.9,0.00187299034682911
SELE,,
DNAJC11,,
FMO3,0.1,0.600729075392206
MYLIP,-1.1,2.83699040899568E-04
NOX1,,
E2F2,1.4,2.17749492637812E-07
PSMB1,0.5,0.0152359659423317
SYN1,-2.0,3.06775804856392E-05
JARID2,0.6,0.0673909610098841
CDKL5,-2.3,1.56648844986831E-05
CAMK1G,-1.5,7.41330169106636E-04
NADK,,
TFAP2B,-0.1,0.415573915132206
TFAP2D,0.5,0.318895312368983
DLEC1,,
CYTH3,-0.4,0.0881192921868768
ADAM22,-1.6,7.8711449766939E-08
SYPL1,-0.5,0.113683990654019
CYB561,-0.2,0.20226844378355
SPAG9,0.6,7.63870201859716E-05
CELSR3,0.7,0.0405827135740387
AASS,-0.1,0.755768472400352
PLEKHG6,-0.5,0.0141446097157508
SS18L2,-0.3,0.0655155851206119
MPND,-0.1,0.683269916225454
MGST1,-1.8,3.37471584638405E-05
CRY1,0.5,0.0979684908487572
PGLYRP1,-0.1,0.360958027056215
NFIX,0.5,0.083422986877615
ST3GAL1,0.1,0.82079260900351
MMP25,-0.3,0.199708209487196
IL32,0.1,0.674117550880867
PKD1,0.1,0.870332888309147
MAPK8IP2,-0.4,0.0639361295060665
MED24,0.5,5.83677904100129E-04
RHOBTB2,-1.4,1.52388702713477E-05
HEATR5B,0.2,0.575598436527344
SEC62,-1.1,2.3398184919346E-07
RPS20,0.5,6.95848667631811E-04
CSDE1,0.4,0.00405233997047519
UBE3C,0.4,0.0311802115411252
REV3L,1.2,1.67634097168143E-04
TENM1,-0.1,0.893646015256778
PAX7,-0.1,0.552818335923609
MASP2,-0.3,0.0115513782147681
IYD,,
FAM76A,0.2,0.544124383494941
TRAF3IP3,,
POMT2,0.3,0.172222411724543
VTA1,0.2,0.312267157917596
MLXIPL,-0.9,3.52103619771615E-06
BAZ1B,0.7,8.41067373215574E-05
RANBP9,0.1,0.851316365941436
ETV7,-0.3,0.0679338908585284
SPRTN,0.8,3.51780144748659E-04
EEF1AKNMT,0.6,1.06640068803421E-04
DYRK4,-1.0,0.00193694270475409
ZNF207,0.5,0.00393357732447345
UQCRC1,,
STARD3NL,0.1,0.352286315168954
CD9,-0.9,0.0425785600065069
HHATL,-3.4,2.39407556102892E-13
NCAPD2,1.9,5.6981777378918E-10
IFFO1,-0.2,0.179831351962501
GIPR,-0.2,0.274718042745564
PHF7,0.4,0.00550886909531972
SEMA3G,-1.6,6.2775720280836E-08
NISCH,-0.3,0.118363183754877
STAB1,-0.5,0.0764216554545164
FUZ,-0.2,0.514179366251256
SLC6A13,-1.6,4.77671376412673E-05
IDS,-0.5,0.0014019328414176
PRSS3,-2.4,3.12034271260817E-13
ZNF200,0.7,0.00133579165788986
CD4,-0.2,0.436114563728727
LRRC23,-0.4,0.0100071091156833
BTK,-0.5,0.0103191944740225
SCMH1,0.2,0.355528245575146
FYN,0.4,0.00487286448416429
HIVEP2,-1.6,2.26545243127686E-05
FMO1,0.5,0.00272258881390658
ELOA,0.8,6.28124760432157E-07
LYPLA2,-0.1,0.410356950643046
CLCN6,-0.7,2.45813218435707E-04
MRC2,0.4,0.363666715777904
SLC6A7,-0.3,0.170491758904676
TSPAN9,0.7,0.0451282530684428
BTBD7,1.1,9.1671050710375E-06
APBA3,0.6,1.12144586511077E-04
MKS1,1.1,8.50159611942668E-09
ABHD5,0.1,0.759440283446007
ANOS1,-1.9,6.89865931254242E-04
AKAP8L,0.3,0.260150222002173
MBTD1,2.3,2.20710302895023E-09
UTP18,0.5,0.0619675535105382
RNF216,0.5,0.00381900962148974
TTC19,0.1,0.678730507856899
PTBP1,1.7,9.70418357310746E-08
DPF1,-0.9,1.22365005439487E-05
SYT7,-1.3,0.00146995279511227
LARS2,-0.3,0.25505697346088
PIK3C2A,0.3,0.323543288215497
PLAUR,,
ANLN,-0.7,0.176038299952878
WIZ,,
RABGAP1,-0.1,0.744121660269807
DCN,0.8,0.0723329163122271
QPCTL,,
PPP5C,0.4,0.0475111656718817
CEP68,0.1,0.672041884631841
MAP4K3,0.4,0.165321356796353
ZBTB32,-0.6,0.0107915232693808
TYROBP,-0.7,0.0747410347931143
TMEM159,0.3,0.334522933215735
GABRA3,-1.3,2.99232944942221E-05
BRCA1,1.9,1.37947902530044E-07
ERCC1,0.9,1.02622924005328E-04
CD22,-0.7,0.00107292625620757
SEMA3B,-1.2,6.30171522759663E-04
MBTPS2,0.8,8.07642456384109E-04
PRICKLE3,-0.3,0.0269906554018117
LTF,-1.0,0.00589919989078154
EXTL3,-0.3,0.120811889178208
NR1H4,0.1,0.646485259934002
ELOVL5,-0.2,0.171769205838258
ALOX5,-1.3,0.00195938042190502
KDM5D,-0.8,0.157133088265678
CALCOCO1,,
UBR7,0.2,0.296273209212655
MAP4K5,1.1,6.49962592078542E-05
EHD3,-2.5,8.73347177938551E-13
PSMC4,0.6,9.89946778192952E-04
MAN2B2,-1.2,7.9067978039486E-04
SLC7A14,-0.8,0.0854406200049903
CLDN11,-1.8,0.0112334948184873
SLC25A39,0.8,1.00360062343522E-04
MVP,-0.1,0.796468730569684
NUB1,0.1,0.6533074377589
PGM3,0.6,0.00171313895661377
RWDD2A,-0.3,0.0404209195857812
CLK1,0.5,0.130251689086343
POLR3B,0.3,0.218830638300247
ANGEL1,0.1,0.753530632714866
RNF14,-0.5,0.0367424414414695
DNASE1L1,-0.4,0.0205048899800414
DDX11,1.5,1.56822318445951E-10
HEBP1,-0.6,0.0738593814659192
GPRC5A,-0.3,0.253819379685335
MAMLD1,-0.2,0.53396630290505
CD6,-0.4,0.0284653068811564
TACC3,2.0,2.69528336885227E-09
UFL1,0.3,0.399400112299962
POLA2,0.8,3.25286756724885E-05
ZC3H3,-0.1,0.624864547429337
CAPN1,0.2,0.353192344358836
ACP3,-0.1,0.72521917512435
MDH1,-1.2,7.49651059807169E-09
SLC30A9,0.2,0.416311962654572
MTMR11,-0.1,0.904338939108748
COX15,0.2,0.458368716984603
CCDC88C,2.6,5.29564219166943E-08
YAF2,,
ZMYND11,-0.6,1.39100183593386E-04
WAS,-0.3,0.22363130384289
DPEP1,0.4,0.115132167543125
BID,0.1,0.69272353238195
NPC1L1,,
XYLT2,-0.2,0.448057845226626
RGPD5,-0.6,0.0729949485042667
STMN4,-1.7,0.0079196658455742
NUDCD3,-0.8,9.54619053716333E-07
ISL1,0.6,0.075761898213078
CHDH,-0.5,0.0625505029132635
IL20RA,-0.5,0.285933079372028
CLCA1,,
CLCA4,-0.9,7.50280679694779E-04
GLT8D1,0.2,0.295278387613886
ATP2C1,0.1,0.546445466921388
IGF1,-0.4,0.00714991190911897
SLC38A5,0.6,0.0477723664047871
RALBP1,,
RUFY3,-0.3,0.171119301290406
CNTN1,-0.9,0.146984698695033
SLC11A1,-0.7,0.00283823985871731
WWTR1,,
AGPS,-0.3,0.235865393591535
STEEP1,,
ATP1A2,-2.7,5.45983538144468E-12
TTC27,1.0,5.21385327254309E-04
ZNF582,,
VSIG2,-0.4,0.0552865489892137
PHLDB1,-0.6,0.00100024735056383
MARCO,-0.4,0.17681842611373
CYP24A1,-0.6,3.52146911046198E-05
PRDM11,-0.7,7.96411584667764E-04
SYT13,-2.7,2.00684227537331E-05
SNAI2,1.1,0.017663721969202
CD74,-0.4,0.394647599607985
HGF,0.2,0.349394121363317
ZRANB1,-0.1,0.582317677593428
NCDN,-2.3,1.10976078146832E-09
ADGRA2,0.6,0.0583856742904592
ZFP64,0.9,9.01650379171189E-06
MNAT1,-0.3,0.154092658694006
SAMD4A,-2.2,4.13617929666848E-06
RUNX3,0.9,0.0136628937229705
MRE11,0.9,0.0024996229239413
PLEKHB1,-3.7,2.90971909108493E-09
SERPINB1,-0.3,0.221130346140598
CYP3A43,0.3,0.0994406011202522
SLC7A9,0.6,3.17496727255516E-04
SPAST,1.1,5.31405406051544E-06
NRXN3,-3.9,9.58585877276845E-12
OSBPL5,-0.5,0.0300352706611315
AQR,1.0,2.88721319841485E-07
CPS1,0.3,0.483064129698461
C8B,-0.2,0.422091580342109
FHL1,-0.1,0.675249774284304
RTF2,0.1,0.388847128572582
GABRA1,-3.8,1.63175846869135E-08
NLRP2,-0.2,0.145272024504253
SLC45A4,-1.6,2.77239883344526E-09
RNF10,-0.1,0.696111168569577
ZNF839,0.1,0.774138860079666
ZDHHC6,0.3,0.182170981992055
GRAMD1B,-1.4,0.00275806925626495
RNH1,-0.3,0.0465652137787595
NDUFS1,-0.6,0.00526798512966654
RB1CC1,-0.1,0.806435218774832
ERP44,0.5,0.0179926739333867
ALAS1,-0.2,0.335154081951235
BIRC3,0.1,0.487098894322379
AKAP11,-0.9,1.17138666437959E-05
GLRX2,-1.1,2.55292500391469E-04
SNAPC1,0.7,0.0048624157570467
DERA,0.8,0.0319444130152286
STRAP,,
ABCC2,0.3,0.168808926020241
DEF6,-0.2,0.315711101172522
PLEKHO1,0.6,0.0314246119698548
GCLM,-0.2,0.413572326316277
UBR2,-0.2,0.439548427544676
EHD2,-0.7,0.0070210876384028
DEPDC1,2.5,6.88974169385802E-11
CCDC28A,-0.5,0.0971570840517638
RRAGD,-0.8,0.0471071872568072
HSF2,1.2,9.74251789948427E-06
PHF20,0.4,0.0953697211355923
HSD17B6,-2.5,3.4497130357707E-12
NR1H3,0.4,0.0595730185725379
TYMP,-0.3,0.189497623521588
NCAPH2,0.6,0.00355355656031604
TOMM34,-0.2,0.448057845226626
SEC63,0.6,0.00278053765012255
KPNA6,-0.3,0.031917140304957
VIM,1.0,0.00871735712602782
FAS,-0.6,0.111230075509842
RNASET2,-0.6,0.0314704984650773
CD44,-0.4,0.511190204245527
KCNG1,-1.5,0.00131648151198273
AGPAT4,,
AGPAT4,,
SLAMF7,-0.1,0.666379141837199
BTN3A1,0.4,0.138563949493519
MIPEP,0.4,0.120107297360183
PRKCH,-0.5,0.105079196942824
INSRR,0.1,0.567843589347817
IFNGR1,0.1,0.765198147193603
B4GALT7,,
SH2D2A,0.4,0.154092658694006
VRK2,0.2,0.635084484198784
TNFRSF1B,-0.9,0.0116150262137299
VEZT,0.8,5.84245234993337E-04
POU2F2,-0.2,0.568812196984934
BRD9,0.4,3.26498167976012E-04
SNX1,0.3,0.0890875375662742
TBPL1,-0.1,0.770558403572936
ARNTL2,-0.2,0.478518710747439
BCLAF1,0.7,9.42709631718935E-05
SLC39A9,,
ANK1,-1.0,1.65882198699636E-04
IBSP,-0.4,0.125994105706414
TFB1M,-0.3,0.12217281587123
RABEP1,-0.4,0.116382475829408
HMGB3,1.4,1.81636969881931E-07
NUP160,2.2,8.79139258009751E-10
BAK1,-0.2,0.284874171417849
MUSK,,
IKZF2,-0.3,0.475865534980075
GRN,0.4,0.0219868077541523
FAM13B,0.5,0.0747644066450786
ARHGAP31,-0.9,0.00431766937419534
CENPQ,1.2,2.80514252250922E-04
SARS1,-0.1,0.374476207122881
RANBP3,,
ARID4A,0.5,0.148957390041882
EIPR1,-0.5,0.0723532406747609
PNPLA6,-0.8,0.0015442497747167
IFT88,0.6,0.0276470910509447
ALG1,0.5,0.0157530450043094
ZCCHC8,1.3,1.41740342266347E-05
ABCF2,0.2,0.226877531646114
LRRC7,-1.8,0.02261178701938
FUT8,-0.4,0.161354357494962
UBA6,0.9,0.00114173162300732
GAB2,0.1,0.77750631239454
ATP6V0A1,-0.9,8.511091143354E-04
PIAS1,0.2,0.39107959546969
SLC4A7,1.4,2.59598015510623E-07
APBA2,-0.1,0.847540264519226
MAP2K3,-0.3,0.32525660567277
EFCAB1,-0.3,0.131063151156836
TMSB10,0.5,0.00190557384006394
ASTE1,0.8,9.43842050298464E-04
RNF19A,-0.5,0.149310419940854
PEX3,0.3,0.104191753694521
GABARAPL2,-0.5,2.73641697458835E-04
MYOC,0.3,0.298985852103192
SH3YL1,-0.2,0.581799003175039
FAM136A,0.7,3.70598700179579E-06
VCL,-0.3,0.49995079269442
DEPDC1B,2.7,3.01046524088301E-10
DAPK2,-0.1,0.80283676847672
NSMAF,0.4,0.0866227283535324
ADSS2,0.1,0.494801415289236
STAP1,-0.1,0.461617738891693
TIMP2,-0.1,0.831851128007968
RFC1,0.5,0.0486092000472825
TBC1D23,-0.1,0.851762545019488
CUL3,0.3,0.0538821311718814
MYOM2,-1.1,1.03009136781172E-04
OTC,,
CYP46A1,-4.3,7.27146282743662E-15
ZZZ3,0.7,0.00134635131040041
SLC18A1,0.3,0.365733761916876
USP2,-1.2,0.0246262314998693
CASR,-0.6,0.00216274157192815
TUBG2,-2.2,5.36669392394934E-11
FLT4,,
NSUN2,0.8,1.51675930276386E-04
FBXO42,,
MFAP3,1.5,8.1559028663416E-05
MRI1,-0.2,0.609934698175559
METTL1,0.2,0.659843833991584
HOXC8,0.2,0.474499709945259
AGA,0.1,0.766244621021603
PI4K2B,0.3,0.181457516146901
BOD1L1,0.3,0.180183470170615
MAT2B,-0.2,0.232310945620713
TLL1,0.6,0.00562573012127879
TRIO,0.3,0.152471563824458
VCAN,1.0,0.0688639999917358
CLEC16A,-0.2,0.109671084295683
MSR1,-0.2,0.638901012914449
CDH1,0.6,0.216502895487753
MTREX,0.6,7.84382553186509E-04
DNAH5,-0.1,0.667613132623673
ZFYVE16,0.3,0.420186919716157
RIPOR1,-0.3,0.0292351939747221
C6,-0.1,0.76203895571495
RAI14,1.4,8.52716502647481E-04
SOX30,,
PNKP,-0.1,0.714430832016434
BEST2,0.1,0.771940734863289
PHLPP2,-1.0,2.44717552599463E-08
SPDL1,1.5,1.95741199504894E-08
STAU2,-0.1,0.749945952640875
SLC66A1,0.3,0.0488020916559404
CTNS,-0.1,0.842674452847734
RTN4R,-1.3,1.90346280761393E-05
PHF23,0.3,0.0641810442140316
CDH10,-2.4,1.77256855956197E-05
INPP4A,-1.0,4.10786852069588E-06
RAB27B,-3.6,5.42124520793763E-10
PSMA4,0.5,0.0108983279854082
MYO16,-0.3,0.585024177971197
LSG1,0.2,0.211215940368671
PARP3,0.2,0.318768014907761
TNC,,
THAP3,,
RIPOR3,,
TDP1,1.1,7.74199887106533E-08
AIFM2,-0.2,0.198964341754155
C2orf83,-0.1,0.396367663443684
SPATA7,-0.2,0.640616317483
MED17,1.4,1.80174918458453E-08
RETSAT,-0.6,0.00446404033043396
CAPG,-0.4,0.170158276112771
AP2S1,-0.2,0.103268266920954
USH2A,0.9,0.044584910733121
ZPBP,0.1,0.567462356775331
TG,-0.1,0.604910487731166
ADAM28,-0.6,0.0607240378604283
BARX2,-0.1,0.629402059835751
DCUN1D1,-0.2,0.226179295996424
JADE2,-1.8,2.23736800650127E-08
ZIC2,0.6,0.50319678396512
LCP2,-0.4,0.116168322663697
TRIT1,0.8,9.53740778704652E-04
ADRB1,-3.9,1.36505383250026E-06
GUCA2B,-0.3,0.0290070138437631
CUL7,0.2,0.209747826257348
CTNNA1,0.1,0.861962742472758
PHKA2,0.5,0.00784441594058868
CNTLN,1.9,6.03085779504947E-06
EPHA3,0.7,0.437954834975781
HSPA5,-0.3,0.110647473466252
DSG2,2.0,1.48866129458751E-04
GEMIN8,0.2,0.42312843770099
OFD1,0.6,0.0167867043767775
GPM6B,-2.6,1.58919569642883E-09
MAGEC2,0.2,0.0726406193648009
PREX2,-1.7,5.99330297849379E-04
WDR37,-0.3,0.243104421409467
YTHDC2,0.4,0.313064595050649
CTPS2,1.3,8.88727459496826E-06
ATP6V1H,-1.0,3.66607697967494E-04
POLR2B,1.1,5.71835727252019E-06
FAM214A,0.5,0.0685574051660215
ARAP2,-3.8,7.22516669021737E-16
TPR,0.8,7.99896614530896E-08
CP,0.4,0.489781897681444
KATNIP,0.2,0.35278754369207
DTNBP1,-1.1,8.95699329721144E-06
XK,-3.0,8.49164189375757E-09
ANO2,0.8,0.105523202248339
C12orf4,-0.1,0.585719458645971
SCML1,-0.9,0.0193115120365027
WWC3,-0.2,0.444171525769132
ARHGAP6,-1.1,0.00614036179116106
FAM184B,0.3,0.270435751286354
MAP4,-0.7,5.31236430504022E-04
GOPC,0.8,0.00480695274444309
ROS1,-0.1,0.665647748121261
USP28,0.8,0.00145447728324186
HDAC9,-0.5,0.31174724204615
TSPAN17,,
NOP16,-0.3,0.376383635127606
CC2D2A,1.2,1.90137557161212E-07
RRM2B,-0.8,0.00922986661704305
ZNF800,0.2,0.577578531413595
TNFRSF17,,
SNX29,0.5,0.00263961484513324
LMO3,-2.0,0.0018310850593635
MRPS10,0.1,0.668349093728369
RSF1,0.4,0.0177449944882975
VPS13D,-0.8,2.69873891005426E-06
CELF2,-0.7,7.07724870949238E-04
FAM120A,-0.2,0.525210222907244
R3HDM1,-1.3,3.07723609261286E-04
COL9A2,-0.9,0.0100768040335036
KITLG,-0.2,0.768074329379884
ERCC8,0.8,1.16607730749512E-05
ADAMTS6,1.4,0.0228207408456917
H6PD,0.6,0.00590251827473456
VAMP3,-0.9,0.00145983836644886
PER3,-0.5,0.193722788536307
UTS2,0.1,0.688458840937814
TNFRSF9,-0.2,0.363233956864634
LTBP1,0.5,0.34297303757859
RCN1,0.8,0.028676499754936
ELN,1.3,0.0153990052243385
RFC2,1.1,1.77644103479109E-05
ARID1B,0.5,0.0531048278897496
CLPTM1L,1.1,3.24711842373885E-05
NEDD4L,-0.6,0.145664855100875
FOXP3,-0.4,0.00484935034859566
PPP1R3F,-1.0,3.28801188728654E-07
HEXB,,
PTCD2,-0.5,0.0448083821177059
NEXMIF,0.1,0.882531104530982
JKAMP,0.8,1.44748186506804E-05
DKK 3.00,-2.3,1.84972063911446E-07
ARHGEF5,0.5,0.0220641519198301
NFE2L3,2.0,1.17382075843833E-06
MCUR1,-0.5,0.0946573634635695
LIMA1,0.3,0.412166335699356
LETMD1,-0.1,0.782692089486934
SLC4A8,-1.1,0.00132060723697666
LAMC3,0.6,0.158177188073385
PTGER3,-0.2,0.389576158777989
MAPK9,-1.0,4.77233764810277E-05
COL23A1,-0.6,0.310687652048091
BCAR1,,
FAM160A2,-0.3,0.0667265738693058
HERPUD1,-0.2,0.39881330522663
HOMER3,-0.3,0.373045473410558
RAD51,2.2,5.25543039319919E-09
POLQ,1.5,5.07230759749737E-09
PIK3CB,-1.4,6.38076351684002E-07
CYBA,,
HEBP2,1.1,1.96507475301827E-04
MPHOSPH9,0.6,0.107480063863941
PLEKHA5,-0.2,0.603371671528173
PRSS8,0.2,0.235150475747055
SIKE1,0.8,0.00894503402937655
RRP12,0.2,0.336220429251484
FNIP2,-0.3,0.339863559849617
MSMO1,-0.2,0.582366596922715
TTC17,0.4,0.0380173347394354
ALX4,-0.2,0.111493162223129
FSTL4,-0.3,0.383313545005482
FOXN3,0.4,0.168693562658901
AKR7A2,0.7,0.00731405299440351
MRTO4,0.3,0.290220691313436
NNAT,1.9,2.87500906409547E-04
USE1,-0.4,0.225797700020699
MCF2L2,-0.4,0.090660406688182
NRIP2,0.5,0.431088990623773
LAMA3,-0.1,0.715448401762945
AP5M1,1.1,0.00104149666975133
ANAPC4,0.2,0.613859735345012
KCNQ1,-0.2,0.144533216651024
TRAPPC3,-0.4,0.0444020460639852
THRAP3,0.4,0.00584191223863583
ENTPD2,-0.4,0.241460953851382
LY75,-0.4,0.143157899517983
ARID4B,0.5,0.0184601257801251
OPN3,-1.0,0.0116795801210873
SDCCAG8,0.6,0.274972555060719
PTPRN,-0.9,0.0293878038060177
HHAT,0.4,0.280357030937668
KIF1B,-0.1,0.729013873391976
FOXC1,0.3,0.407649755132195
TBC1D22A,-0.2,0.22363130384289
SYNE2,2.4,1.16111389001221E-08
PLEKHH1,-1.5,0.00627213498911826
ATP9A,-0.4,0.035816312976773
SPO11,,
CBLN4,-0.9,0.059823884437653
CHRDL2,,
FAM168A,-0.7,3.26627755140289E-05
RELT,-0.5,0.0125853902777251
GALC,-0.6,0.0148215092363703
NOP58,0.5,0.0580888576711941
SZRD1,0.3,0.00654718169149328
KCNH2,0.6,0.0581867828691918
CUL1,0.3,0.0765871741029007
FAM114A2,1.1,2.8393126629844E-07
CYFIP2,-1.5,6.94757489196068E-10
TAB2,-0.1,0.829381522822278
GINM1,0.2,0.349476441213334
EIF2AK2,,
USP36,0.4,0.0773939029154639
KMT2C,0.5,0.0149550043725978
MCOLN3,-0.3,0.315014936640801
CCDC85A,-0.5,0.00292535643668314
PUM2,0.1,0.745084417206459
MRPL43,-0.1,0.515884152967793
ITIH1,-0.1,0.616338668282083
HPF1,0.6,0.00374268488763613
ZFR,-0.3,0.00564139145965208
ZNF280C,1.7,1.31453455324858E-06
NPFFR2,0.1,0.840902276400799
PHF21B,3.3,1.06900646534234E-15
TRAF1,,
RC3H2,-0.2,0.41340491778039
IL17RB,-0.9,0.0393745118754373
TRAF3IP2,-0.2,0.516849596517741
GYG2,-0.2,0.351542747836787
DCBLD2,1.9,7.96323185581901E-08
SERPINB3,,
SOAT1,0.1,0.651942013700698
PKP2,0.4,0.447344320021671
MSH4,,
F7,-0.2,0.271503823713808
GDI2,0.7,2.83110684688993E-05
